Codigo,Descripcion,Marca,Rubro,Subrubro,Categoria,CostoSinIVA,VentaSinIVA,Stock,Unidad
SA0076,SALADILLO CAÑO 3 CAPAS HIDRO 3 VERDE AGUA CALIENTE 1.1/2 X 6MT 69,Saladillo,Plomeria,Distribucion De Agua,Distribucion De Agua,44954.39,60688.42,3,Unidad
EL2080,SICA- 637151 LISTON LED SLIM 18W LD,Sica,Instalaciones Elñctricas,"Llaves  , Enchufes,Y Portalamparas E Iluminacion","Llaves  , Enchufes,Y Portalamparas E Iluminacion",22274.45,30070.50,3,Unidad
SA1894,FV-LIBBY GRIF.LAVATORIO DE EMBUTIR      203/39-CR,Fv,Baños Y Cocinas,Griferias,Griferias,192227.55,259507.19,3,Unidad
AR2218,ANDERSON EXTRACTOR DE AIRE P/ BAÑO ESMALTADO  DIAM. 6 15CM,Anderson,Equipamiento P/Cocinas,Extraccion,Extraccion,46215.70,62391.19,3,Unidad
FE6696,SKIL-7640 LIJADORA DE BANDA 900W,Herramientas Electricas,Herramientas Electricas,"Lijado, Desgaste, Pulido","Lijado, Desgaste, Pulido",106622.17,143939.93,3,Unidad
PI4501,COLORIN REVESTIMIENTO ACRILICO TEXTURADO A RODILLO GRIS PLATA X 5 KG,Colorin,Pinturas,Exterior,Exterior,13940.88,18820.18,3,Unidad
FE9310,ARCO SIERRA MONTARAZ DE 24 JARDINERO TRUPER 10258,Arco,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,18847.06,25443.54,3,Unidad
AR2215,ANDERSON EXTRACTOR REVERS.ACERO INOX DIAM.20CM PARED 15CM,Anderson,Equipamiento P/Cocinas,Extraccion,Extraccion,46163.52,62320.75,3,Unidad
FE0948,3M-CINTA DE DEMARCACION 766 AMAR./NEGRO 50MMX33M,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,2253.29,3041.94,3,Unidad
PI0284,I*ALBA- ESM. SINT.INDUSTRIAL VERDE   987  X  4 LT,Alba,Pinturas,Proteccion,Proteccion,34997.03,47245.99,3,Unidad
FE8574,BIASSONI-1341 TALADRO DE PECHO C/CRIKE M/PLASTICO,Herramientas Manuales,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,42496.65,57370.48,3,Unidad
AR1879,ANDERSON EXTRACTOR AEREO DIRECCIONAL 4   (MOD.0502),Anderson,Equipamiento P/Cocinas,Extraccion,Extraccion,64709.75,87358.17,3,Unidad
CO9649,CARTEL ASADOR FERNET BRANCA GALVA 25 LASER,Cartel,Sin Clasificar,Sin Clasificar,Sin Clasificar,403.37,544.55,3,Unidad
PI0137,I*ALBA-ALBALUX-ESM.SIN.G-4 020 GRIS    X 1/2LT,Alba,Pinturas,Proteccion,Proteccion,4902.58,6618.49,3,Unidad
AR2153,DURAFORT - PILETA LAV. MS C/MESADA FREGAD. DER. 80 X 48 X 27 BLANCA,Durafort,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,93285.40,125935.29,3,Unidad
PI3750,COLORIN MEMBRANA LIQUIDA TECHO THERMOCONTROL ROJO TEJA X 4 LT,Colorin,Pinturas,Exterior,Exterior,22827.38,30816.96,3,Unidad
FE8636,BIASSONI-2820 PINZA DE PUNTA 6,Herramientas Manuales,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,8268.22,11162.10,3,Unidad
AR3021,TERMOTANQUE SAIAR 80LT MULTIGAS COLGAR CARGA INFERIOR,Termotanque,Agua Caliente,Termotanques,Termotanques,324108.06,437545.88,3,Unidad
AB3002,OBLAK NATIVA PUERTA PLACA ENCHAPADA MCH 70CM/15 IZQ,Oblak,Aberturas,Puertas,Puertas,98629.13,133149.33,3,Unidad
PI3865,COLORIN ESMALTE SINTETICO BRILLANTE VITROLUX MAGIC (3 EN 1) AMARILLO X 4 LT,Colorin,Pinturas,Proteccion,Proteccion,48730.28,65785.88,3,Unidad
FE3774,BIASSONI-2077 DESTORNILLADOR PLANO CONICO 6X125,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,2835.50,3827.93,3,Unidad
FE8573,BIASSONI-1340 TALADRO DE PECHO DIRECTO M/PLASTICO,Herramientas Manuales,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,27558.46,37203.93,3,Unidad
FE9296,MORSA ESCUADRA LUSQTOFF PARA SOLDAR HERRERO MORDAZA 75MM,Morsa,Herramientas Manuales,Medicion,Medicion,66362.68,89589.61,3,Unidad
EL0750,CURVA PARA CANO DE PVC 20MM IP-40 - CF- 1000,Curva,Instalaciones Elñctricas,"Cañerias, Cajas, Gabinetes","Cañerias, Cajas, Gabinetes",187.41,253.00,3,Unidad
FE9225,CALADORA ELECTRICA  EINHELL 620W TC-JS 85,Caladora,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,54881.27,74089.71,3,Unidad
SA4351,FV-LIBBY ACC. TOALLERO BARRAL          164/39-CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,39235.80,52968.33,3,Unidad
PI1330,I*FERROBET DUO-ESM.CONV.FORJADO PLATA    X 1/2 LT,Pinturas,Pinturas,Proteccion,Proteccion,15884.43,21443.98,3,Unidad
SA6404,SALADILLO CAÑO 3 CAPAS HIDRO 3 AZUL AGUA FRIA 1.1/2 X 6MT 39,Saladillo,Plomeria,Distribucion De Agua,Distribucion De Agua,24939.83,33668.78,3,Unidad
EL1204,SICA-782363 TERMOMAGNETICA TRIPOLAR 3 X 63A,Sica,Instalaciones Elñctricas,Protecciones Electricas,Protecciones Electricas,13441.61,18146.17,3,Unidad
SA2296,POLYCOAT IMPRIMADOR PARA CINTA X  1  LT                                                                     (6),Polycoat,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,49631.17,67002.08,3,Unidad
AB1203,BAR METAL PORTON MOD.810 1/2 REJA LISA INYECTADO 240CM,Bar,Aberturas,Portones,Portones,497798.02,672027.32,2,Unidad
FE4143,ROWA 7/1 3V ELECTROBOMBA CENTRIFUGA SANITARIA 0.13 HP 7.000 LT/H 0002-0006,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,275851.25,372399.18,2,Unidad
SA6912,FERRUM - TAPA ASIENTO POLIPROP. BARI    BCO TKSP / (EX- TKXP),Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,29667.95,40051.73,2,Unidad
AR9910,REFLEJAR MINIMALISTA BELT 47  ESP03.11,Reflejar,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,54340.03,73359.04,2,Unidad
FE4518,DREMEL-KIT DISCOS DE CORTE DE PLASTICO 5 UN.-E476,Herramientas Electricas,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,6421.30,8668.75,2,Unidad
AB1204,BAR METAL PORTON MOD.330 CIEGA MACHIMBRADA H  INYECTADO 240CM,Bar,Aberturas,Portones,Portones,414887.93,560098.70,2,Unidad
AR7328,REFLEJAR - LAQUA RIO  45X66  ESP33.02,Reflejar,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,38475.38,51941.77,2,Unidad
AB5609,GROMANTI - PUERTA PLACA ELITE TEKA MM 080X200X10 DER,Gromanti,Aberturas,Puertas,Puertas,291175.59,393087.04,2,Unidad
SA9767,FERRUM - TAPA ASIENTO MDF INODORO MARINA NEGRO THIM - N HERR.CR,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,208526.97,281511.40,2,Unidad
FE0556,SIN FIN-ESCALERA MET.FAMILIAR 7 ESCALONES 2.03 MT,Sin,Ferreteria General,Seguridad Industrial,Seguridad Industrial,75679.57,102167.41,2,Unidad
RV3505,CERAMICA PIU - BACHA DE MICROCEMENTO GRIS 42 CM   (1)*BAJA*,Ceramica,Baños Y Cocinas,Sanitarios,Sanitarios,49701.13,67096.53,2,Unidad
SG0201,LIBUS-902024 ANTEOJO NEON GRIS H/C,Pinturas,Pinturas,Proteccion,Proteccion,4307.03,5814.49,2,Unidad
SA2630,FV-LIBBY MONOCOMANDO DUCHA CON TRANSF   106/39 CR,Fv,Baños Y Cocinas,Griferias,Griferias,219462.85,296274.84,2,Unidad
AR3198,BUONA - ARMARIO COLG PRIMA 30 BLANCO BRILLANTE,Buona,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,74042.11,99956.84,2,Unidad
RV3151,CERAMICA PIU - SPECTRUM GOURMET HD CHEESE   60X60   (5)*BAJA*,Ceramica,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,23739.03,32047.69,2,Unidad
RV3150,CERAMICA PIU - SPECTRUM GOURMET HD SWEET  60X60   (5)*BAJA*,Ceramica,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,23739.03,32047.69,2,Unidad
RV3057,ATRIM - ART.3980  LUMIERE TIRA LED 12V 80W 600LED X 5M BLANCO CALIDO,Atrim,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,44700.03,60345.04,2,Unidad
FE3807,DORMER-MECHA TITANIO  4.80 MM,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,2449.68,3307.07,2,Unidad
RV2978,"ATRIM - ART.3423 ALUMINIO GUARD. QUADRA10X10MM X2,50M CROMO MATE A1 PARED",Atrim,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,13250.47,17888.13,2,Unidad
CO9529,PARRILLA FOGONERO CUBICO SURT CHAPA LASER,Parrilla,Ferreteria General,Camping Y Tiempo Libre,Camping Y Tiempo Libre,11520.57,15552.77,2,Unidad
CO9530,FOGONERO CUBICO SURT CHAPA LASER,Fogonero,Ferreteria General,Camping Y Tiempo Libre,Camping Y Tiempo Libre,33221.12,44848.51,2,Unidad
SA9642,GRIFERIA PEIRANO BIDE CR C. CERAMICO  CASTILLA 70-153,Griferia,Baños Y Cocinas,Griferias,Griferias,130203.61,175774.87,2,Unidad
FE0007,I * PINAS-ESPATULA PROFESIONAL CABO MADERA 3CM,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,4128.07,5572.90,2,Unidad
AB5575,GROMANTI-PUERTA EMBUTIR MCH/22 CAMDEN 2T S/CURV-080X200X10,Aberturas,Aberturas,Puertas,Puertas,155867.66,210421.35,2,Unidad
FE5236,ROWA PRESURIZADOR TANGO SFL 9 TANQUE ELEVADO 0.15 HP 2.500 LT/H 0006-0001,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,190871.58,257676.64,2,Unidad
AB2439,CLARABOYA ACRIL-BASE ALUM REFORZ. FIJA   40 X 100,Claraboya,Aberturas,Claraboya,Claraboya,142185.74,191950.74,2,Unidad
AR2137,ANDERSON CAMPANA VACIA SEMICIRC ESMALTADA 60CM C/SIM *BAJA*,Anderson,Equipamiento P/Cocinas,Extraccion,Extraccion,59243.64,79978.92,2,Unidad
RV2352,"ATRIM   ART.2938 NARIZ DE ESCALON C/INS.PVC 30X42  2,5MT **BAJA**",Atrim,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,13449.82,18157.26,2,Unidad
FE9387,MOTOSIERRA INAL. EINHELL GE-LC 36/35 2X4.0AH CON BATERIA-  330 MM,Motosierra,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,227352.95,306926.48,2,Unidad
SA6379,FV-NEWPORT ACCESORIOS KIT 5 PIEZAS   179.05/B2 CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,42171.37,56931.35,2,Unidad
EL1943,RICHI-279.110.22.01 EXTERIOR 1 INTERRUPTOR,Instalaciones Elñctricas,Instalaciones Elñctricas,"Llaves  , Enchufes,Y Portalamparas E Iluminacion","Llaves  , Enchufes,Y Portalamparas E Iluminacion",921.84,1244.49,2,Unidad
RV1666,CERAMICA PIU - MOSAICO  MATERIA AQUA 30X30   (10),Ceramica,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,4030.90,5441.71,2,Unidad
AR1146,ASPID EXTRACTOR TURBO ASPIRADOR CARCASA PLASTICA M200 PL02 CON BUJE,Aspid,Equipamiento P/Cocinas,Extraccion,Extraccion,191704.51,258801.08,2,Unidad
RV1641,CERAMICA PIU - MOSAICO  MATERIA CHOCOLATE 30X30   (10),Ceramica,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,2742.96,3702.99,2,Unidad
AB0397,OBLAK-PUERTA PLACA TEKSTURA MOD LISA MM 80/15 NEVADA IZQ,Oblak,Aberturas,Puertas,Puertas,193492.77,261215.24,2,Unidad
AR0665,TERMOTANQUE ACQUAPIU HYBRID4- H700 SH ALT.RECU. - 700 LTS.(CAP.TANQ.40LTS) SALIDA 4 HOR.,Termotanque,Agua Caliente,Termotanques,Termotanques,468986.91,633132.32,2,Unidad
AB3191,OBLAK LINEA MOLDEADA CAMDEN PCI 80/10 MM  DER,Oblak,Aberturas,Puertas,Puertas,129293.09,174545.68,2,Unidad
AR0995,JOHNSON-L304 MESADA C/RESP.120 P/C28   CEN S/PERF,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,156200.39,210870.53,2,Unidad
FE3491,BLITZ-270252 NIVEL ROJO PROFESIONAL 120CM,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,15935.82,21513.36,2,Unidad
SG0134,OMBU-0OO01F1 BOTIN OZONO NEGRO P/ACERO N45,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,44264.36,59756.89,2,Unidad
CO9235,POLICARBONATO ALVEOLAR INCOLORO 210X145   10MM,Policarbonato,Otros,Policarbonatos -Acrilico,Policarbonatos -Acrilico,59318.97,80080.61,2,Unidad
AR2093,ANDERSON CAMPANA VACIA CONICA ACERO ESMERILADO 90CM C/SIM,Anderson,Equipamiento P/Cocinas,Extraccion,Extraccion,48382.63,65316.55,2,Unidad
AR0355,JOHNSON-L304 PILETA DOBLE ZARA D84 A 83.5X47.0X18 *BAJA*,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,161922.84,218595.83,2,Unidad
FE6035,FAR WEST-PANTALON JEAN 14 ONZAS TALLE 44,Far,Ferreteria General,Seguridad Industrial,Seguridad Industrial,14805.46,19987.37,2,Unidad
AR0346,JOHNSON-L304 PILETA LUXOR SI85A      85.5X48.0X21 C/1 ORIF. GRIF.   SIN DOSIF.,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,159060.47,214731.64,2,Unidad
FE6074,CINTA PRECAUCION DOBLE FAZ 200MT 10061,Cinta,Ferreteria General,"Sogas, Cadenas, Accesorios","Sogas, Cadenas, Accesorios",1979.56,2672.40,2,Unidad
PI2097,I*PLAVICON.ESM.SINT.BRILL BASE INTEN  X 3.6 LT,Pinturas,Pinturas,Proteccion,Proteccion,22443.50,30298.73,2,Unidad
SA3005,DACCORD-ORGANIZ.DE DUCHA REDONDO   CR  ORG0IMP31,Baños Y Cocinas,Baños Y Cocinas,Sanitarios,Sanitarios,13046.28,17612.48,2,Unidad
AR0238,JOHNSON-L304 PILETA VANITORY OV 440L 44X27.5X12.8,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,36935.60,49863.07,2,Unidad
FE6694,SKIL-1831 FRESADORA 1100W,Herramientas Electricas,Herramientas Electricas,"Lijado, Desgaste, Pulido","Lijado, Desgaste, Pulido",117368.09,158446.92,2,Unidad
PI2025,PLAVICON- INTERIOR MEDIA           X 3.6 LT,Pinturas,Pinturas,Interior,Interior,15219.01,20545.66,2,Unidad
FE8516,BIASSONI-1203 MECHA LARGA P/TALADRO MANUAL  5/16,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,6479.19,8746.90,2,Unidad
SA5620,ROR 103582 REGADOR PARA JARDIN P/ACOPLE RAPIDO,Ror,Sin Clasificar,Sin Clasificar,Sin Clasificar,939.82,1268.75,2,Unidad
AR0422,"JOHNSON-L304 PILETA SIMPLE QUADRA MINI Q55 S/DOSIF.55,5X48,9X19",Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,115291.09,155642.98,2,Unidad
FE8580,BIASSONI-2113 PALA FORJ.PUNTA CORAZON CANO 1.20MT,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,40937.47,55265.58,2,Unidad
AB5593,GROMANTI - PUERTA PLACA MASONITE  AVALON RECTA MM 080X200X10 DER,Gromanti,Aberturas,Puertas,Puertas,85024.05,114782.47,2,Unidad
PI1276,I*FERROBET DUO-ESM.CONVERTID.AMARILLO    X   1 LT,Pinturas,Pinturas,Proteccion,Proteccion,20066.97,27090.41,2,Unidad
FE8655,BIASSONI-1802 CORTAFRIOS PLANOS 250X35,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,3839.87,5183.82,2,Unidad
SA9103,BAGNARA BAÑERAS ACRILICA ANATOMICA 1600X755X370,Bagnara,Baños Y Cocinas,Sanitarios,Sanitarios,157482.47,212601.34,2,Unidad
PI1271,FERROBET DUO-ESM.CONVERTIDOR BERMELLON   X   4 LT,Ferrobet,Pinturas,Proteccion,Proteccion,76937.92,103866.19,2,Unidad
SA9109,GRIFERIA PIAZZA  ART.10316  KITCHEN PRO COCINA MESADA ROCIADOR EXTRAIBLE,Piazza,Baños Y Cocinas,Griferias,Griferias,171026.32,230885.54,2,Unidad
FE8675,BIASSONI-2604 CUCHARA P/ALBANIL N*8,Alba,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,11240.59,15174.79,2,Unidad
SA9154,FV - ALLEGRO GRIFERIA DUCHA MANUAL PARA BIDET 0118/15,Fv,Baños Y Cocinas,Griferias,Griferias,76375.17,103106.48,2,Unidad
FE1177,DEWALT-DWA5316C MECHA WIDIA 16X150MM,Dewalt,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,2062.51,2784.39,2,Unidad
PI1001,PINTURA PLAVICON ESMALTE G2 SINTÑTICO VERDE INGLÑS 0.5 L,Pintura,Pinturas,Proteccion,Proteccion,5182.06,6995.78,2,Unidad
PI0987,PINTURA ESMALTE SINTÑTICO G3 BRILLANTE 3 EN 1 BEIGE PLAVICON 4 LT,Pintura,Pinturas,Proteccion,Proteccion,22184.35,29948.88,2,Unidad
PI0944,B*PLAVICON-ESM.SINTET. G-1 ALUMINIO   X   4 LT,Pinturas,Pinturas,Proteccion,Proteccion,30897.62,41711.79,2,Unidad
FE8984,BIASSONI - 992783 - ESPATULA MULTIUSO PARA PINTOR INOXIDABLE 80 MM,Biassoni,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,6417.48,8663.60,2,Unidad
FE9019,PRIVE-400-CR PASADOR CERROJO C/LLAVE CRUZ B/PASANTE DE ACERO   (40),Ferreteria General,Ferreteria General,Herrajes,Herrajes,27419.21,37015.93,2,Unidad
FE1183,ENERGIZER PILA ALCALINA AA  BLISTER X 4 UNID   2015 (12),Energizer,Instalaciones Elñctricas,Timbres -Alarmas-Seguridad,Timbres -Alarmas-Seguridad,461.44,622.94,2,Unidad
FE9071,DAIHATSU-LOC180 - LIJADORA DAIHATSU ORBITAL DE PALMA CUADRADA 180W*BAJA*,Herramientas Electricas,Herramientas Electricas,"Lijado, Desgaste, Pulido","Lijado, Desgaste, Pulido",44521.07,60103.44,2,Unidad
SA1404,FV-DUCHAMATIC LLUVIA CON DUCHA MOVIL        119CR,Fv,Baños Y Cocinas,Griferias,Griferias,136746.07,184607.20,2,Unidad
SA2494,ACCESORIO DE BRONCE ROSCADO NIPLE 5 CMS. X 1/2   4500  (10),Accesorio,Plomeria,Distribucion De Gas,Distribucion De Gas,1995.19,2693.50,2,Unidad
FE2632,ALIAFOR NEXT-HOLE NEXT-COPA DIAMANTADA  40MM P/PORCELANATO   CDA-40  (2),Aliafor,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,19853.46,26802.17,2,Unidad
PI0298,B*ALBA-ALBALATEX SATIN. INTERIOR BLANCO   X  4 LT,Alba,Pinturas,Interior,Interior,36411.00,49154.85,2,Unidad
CO9648,CARTEL ASADOR ASADO Y AMIGOS SIEMPRE BIENVENIDOS GALVA 25 LASER,Cartel,Sin Clasificar,Sin Clasificar,Sin Clasificar,342.80,462.79,2,Unidad
PI0297,I*ALBA-ALBALATEX SATIN. INTERIOR BLANCO   X  1 LT,Alba,Pinturas,Interior,Interior,10572.20,14272.47,2,Unidad
PI0246,CETOL BELLEZA NATURAL MATE INCOL. AL AGUA  X 1 LT,Cetol,Pinturas,Proteccion,Proteccion,16009.24,21612.48,2,Unidad
PI0173,POLILAK-SELLAGRES PROT.LADR. SOLV. NATURAL X 1 LT,Pinturas,Pinturas,Exterior,Exterior,14053.12,18971.71,2,Unidad
SA9398,"OTTONE  JABONERA RECTA CHICA NEGRA 125X95X30  MAT BRONCE COD2000,5",Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,3403.17,4594.28,2,Unidad
SA9716,GORENA - COLUMNA DE DUCHA OXFORD PVC TERM. AL. 6  JETS 140*25,Gorena,Baños Y Cocinas,Griferias,Griferias,219570.51,296420.19,2,Unidad
SA9406,GRIFERIA PIAZZA ART. 21006  NOVARA BAÑERA C/T CROMO,Piazza,Baños Y Cocinas,Griferias,Griferias,87807.94,118540.72,2,Unidad
SA9412,"OTTONE ESQUINERO MEDIANO NEGRO  250X145X55 MAT.BRONCE COD.2040,5",Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,11952.00,16135.20,2,Unidad
SA1604,FV-SOPAPA P/BANERA C/TAPA 355.02 1 1/4,Fv,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,16007.54,21610.18,2,Unidad
FE1456,MORSA FIJA N*1 ABERT.BOCA  85MM   BARBERO   [338],Morsa,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,42169.93,56929.40,2,Unidad
SA1659,DELTA-REJA 20X20 M/PLOMO ACERO INOX.4 TOR.   1418,Delta,Plomeria,Servicio-Ventilacion-Sujecion,Servicio-Ventilacion-Sujecion,1383.10,1867.18,2,Unidad
SA9806,GRIFERIA PEIRANO DUCHA EMB. C/TRANF LORCA BL/CROMO 80-010,Griferia,Baños Y Cocinas,Griferias,Griferias,33853.91,45702.78,2,Unidad
FE9995,CAJA DE HERRAMIENTAS CON RUEDAS  58 CMS 57 LTS 10902,Caja,Herramientas Electricas,"Lijado, Desgaste, Pulido","Lijado, Desgaste, Pulido",61792.36,83419.69,2,Unidad
SA9451,"OTTONE  SOPORTE PLANCHITA / BUCLERA  MAT.BRONCE COD 9020,1",Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,23341.01,31510.36,2,Unidad
SA9454,"OTTONE  PERCHA SIMPLE BASIC   MAT.BRONCE COD 4000,1",Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,6818.28,9204.68,2,Unidad
SA9481,"OTTONE  TOALLERO ARO  BASIC NEGRO  COD 4030,5",Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,12893.24,17405.88,2,Unidad
AB2824,OBLAK-PTA.PLACA CEDRO NORMAL 090X200X010 DER.,Oblak,Aberturas,Puertas,Puertas,91025.26,122884.10,2,Unidad
SA9623,GRIFERIA PEIRANO  MESADA BIMANDO CR.C.CERAM. MALLORCA  51-131,Griferia,Baños Y Cocinas,Griferias,Griferias,122841.11,165835.50,2,Unidad
FE1545,MORSA PLANA FIJA A AB.BOCA  85MM  BARBERO   [338],Morsa,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,90445.61,122101.57,2,Unidad
HE0109,DELLAVO-5324 PORTA ROLLO REFORZADO 110MM   (1) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,13227.62,17857.29,2,Unidad
HE0110,DELLAVO-5326 PORTA ROLLO BASE CUADRADA VICTORIA   (2) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,7095.61,9579.07,2,Unidad
EL0951,JELUZ-LLAVE EXTERIOR UN PUNTO               50401,Jeluz,Instalaciones Elñctricas,"Llaves  , Enchufes,Y Portalamparas E Iluminacion","Llaves  , Enchufes,Y Portalamparas E Iluminacion",335.48,452.89,2,Unidad
AR2160,DURAFORT - MUEBLE MS 2 PUERTAS P/PILETA DE LAVADERO 80 X 48 BCO (MB080),Durafort,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,84051.17,113469.08,2,Unidad
AB4932,PUERTA ALUMINIO ALUAR MODENA P06  090X205 DER  BLANCA  PERREN,Modena,Aberturas,Puertas,Puertas,420746.76,568008.13,2,Unidad
HE1087,LA HERRERIA 64F/4-BALUSTRE CUAD.12MM F* 2 ESPINAS H 900MM  (20-20),Ferreteria General,Ferreteria General,Herrajes,Herrajes,13954.20,18838.17,2,Unidad
SA1917,FV-LIBBY ACC. TOALLERO ARO             162/39-CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,30522.00,41204.69,2,Unidad
SA1977,FV-LIBBY GRIF.DUCHA MANUAL EXT.C/TRANS  112/39A-CR,Fv,Baños Y Cocinas,Griferias,Griferias,249223.17,336451.28,2,Unidad
EL1210,SICA-782440 TERMOMAGNETICA TETRAPOLAR 4 X 40A,Sica,Instalaciones Elñctricas,Protecciones Electricas,Protecciones Electricas,22890.81,30902.60,2,Unidad
EL1215,SICA-785840 DIFERENCIAL [DISYUNTOR] 4 X 40 A 30MA,Sica,Instalaciones Elñctricas,Protecciones Electricas,Protecciones Electricas,72306.26,97613.45,2,Unidad
SA9594,GRIFERIA PIAZZA  ART.10321  KITCHEN PRO COCINA MESADA C/CIRCUITO AGUA FILTRADA,Piazza,Baños Y Cocinas,Griferias,Griferias,169020.07,228177.09,2,Unidad
PI3758,COLORIN MEMBRANA LIQUIDA TECHO THERMOCONTROL NEGRO X 4 LT,Colorin,Pinturas,Exterior,Exterior,24934.33,33661.35,2,Unidad
PI3665,COLORIN LATEX EXTERIOR-INTERIOR PARA PISOS GRIS X 20 LT,Colorin,Pinturas,Exterior,Exterior,157661.38,212842.87,2,Unidad
SA9566,FERRUM - DEPOSITO APOYAR DUAL MARINA DHW6F - NEGRO,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,406566.42,548864.67,2,Unidad
SA9565,FERRUM - INODORO LARGO MARINA IHLMJ - NEGRO,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,459032.19,619693.45,2,Unidad
PI2071,B*PLAVICON MUROS INTENSA       X 4.6    KG,Pinturas,Pinturas,Exterior,Exterior,21204.14,28625.60,1,Unidad
AB1214, BAJABAR METAL PORTADA 2 ALAS MOD.830 CIEGA LISA INYECTADA 120CM IZQ,Aberturas,Aberturas,Puertas,Puertas,300824.10,406112.54,1,Unidad
PI0655,EL GALGO-PINCEL PURA CERDA CHINA BLANCA 101  N-05*BAJA*,Pinturas,Pinturas,Accesorios De Pinturas,Accesorios De Pinturas,1112.91,1502.43,1,Unidad
FE2929,OMBU-1OO01F1 ZAPATO OZONO P/ACERO NEGRO N43,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,30967.95,41806.73,1,Unidad
FE9292,MORSA DE BANCO 6 BASE GIRATORIA C/YUNKE LUSQTOFF- LM06,Morsa,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,84584.94,114189.67,1,Unidad
FE2951,STANLEY-42 072 NIVEL DE ALUMINIO 12  304MM,Stanley,Sin Clasificar,Sin Clasificar,Sin Clasificar,17669.28,23853.53,1,Unidad
