Codigo,Descripcion,Marca,Rubro,Subrubro,Categoria,CostoSinIVA,VentaSinIVA,Stock,Unidad
FE4981,DESTORNILLADOR PLANO 5X150 C/IMAN,Destornillador,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,489.02,660.18,5,Unidad
FE9350,LIMA PLANA BASTARDA CON MANGO 6 TRUPER 15309,Lima,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,3183.88,4298.23,5,Unidad
FE8650,BIASSONI-1411 TIJERA CORTA ALAMBRE 310MM,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,42033.88,56745.74,5,Unidad
PI4507,COLORIN REVESTIMIENTO ACRILICO TEXTURADO A RODILLO BLANCO X 5 KG,Colorin,Pinturas,Exterior,Exterior,14364.83,19392.52,5,Unidad
HE0046,DELLAVO-1033/AN SOP.REPISA COLONIAL 150X150 PAR NEG.  (6) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,2400.59,3240.79,5,Unidad
SG0197,LIBUS-901607 ANTEOJO IMPACT GRIS H/C,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,6162.09,8318.83,5,Unidad
PI3774,COLORIN IMPERMEABILIZANTE FRENTE TITANIO PRO BLANCO X 10 LT,Colorin,Pinturas,Exterior,Exterior,55411.08,74804.96,5,Unidad
PI2123,PLAVICON REVOCRIL TEXTURADO GRUESO BLANCO 25 KG,Plavicon,Pinturas,Interior,Interior,34333.85,46350.69,5,Unidad
SA1605,FV-SOPAPA P/BANERA C/TAPA 355.01 1 1/4C/CODO 90*,Fv,Baños Y Cocinas,Sanitarios,Sanitarios,17501.33,23626.80,5,Unidad
AB3062,OBLAK  PUERTA PANTOGRAFIADA DOMMO H M.MADERA 70/10 DER,Oblak,Aberturas,Puertas,Puertas,185351.01,250223.87,5,Unidad
PI0525,*BAJA* REPUESTO RODILLO POLYESTER SUPERFICIE SUAVE 22 CM,Pinturas,Pinturas,Accesorios De Pinturas,Accesorios De Pinturas,1791.64,2418.72,5,Unidad
AR0333,JOHNSON-L304 PILETA SIMPLE RED.ON30A S/CEST30.0X14,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,37503.91,50630.27,5,Unidad
PI3754,COLORIN MEMBRANA LIQUIDA TECHO THERMOCONTROL GRIS X 4 LT,Colorin,Pinturas,Exterior,Exterior,24934.33,33661.35,5,Unidad
PI4213,COLORIN ANTIHUMEDAD BLOQUEDOR INT/EXT X 1 LT,Colorin,Pinturas,Proteccion,Proteccion,19868.23,26822.11,5,Unidad
PI3344,CETOL PROTECTOR MADERA DECK X 1 LT TECA,Cetol,Pinturas,Proteccion,Proteccion,10686.72,14427.07,5,Unidad
PI4456,COLORIN ESMALTE ALTA TEMPERATURA 250ÑC VITROSPRAY ALUMINIO X 1/2 LT,Colorin,Pinturas,Proteccion,Proteccion,8453.33,11412.00,5,Unidad
PI4226,COLORIN PROTECTOR PARA MADERA SATINADO MADECOR CAÑOBA X 1 LT,Colorin,Pinturas,Proteccion,Proteccion,8851.31,11949.26,5,Unidad
SA1173,IDEAL TAPA CON 2 TECLAS PARA DEPOSITO EMBUTIR 81000 CON DESC.DUAL BLANCO 81200,Ideal,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,31184.25,42098.74,5,Unidad
PI4257,COLORIN PROTECTOR PARA MADERA BRILLANTE MADECOR CAÑOBA X 4 LT,Colorin,Pinturas,Proteccion,Proteccion,37082.77,50061.74,5,Unidad
AR0013,TROMEN KIT CODO ENLOZADO A 45Ñ DE 8Ñ X 2U,Tromen,Otros,Accesorios Otros,Accesorios Otros,34033.99,45945.88,5,Unidad
HE0301,DELLAVO-5536 TIRADOR VOLCABLE 75MM   (5) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,2943.37,3973.55,5,Unidad
PI3369,CETOL PARQUET PLASTIFICANTE NATURAL BRILLANTE X 4 LT,Cetol,Pinturas,Proteccion,Proteccion,75201.60,101522.16,5,Unidad
PI4457,COLORIN ESMALTE ALTA TEMPERATURA 250ÑC VITROSPRAY ALUMINIO X 1 LT,Colorin,Pinturas,Proteccion,Proteccion,15479.17,20896.88,5,Unidad
SA6557,SIGAS TERMOFUSION CODO 90Ñ ROSCA H. 50X1.1/2   60-091050040,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,13193.19,17810.80,5,Unidad
SA4553,"TUBO MH - AWADUCT 1012-CLOACAL DE 050X0,75 M",Awaduct,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,733.65,990.42,5,Unidad
PI0854,PLAVICON TANQUES IMPERMEABILIZANTE BASE SOLVENTE SECADO RÑPIDO GRIS 4 LT,Plavicon,Sin Clasificar,Sin Clasificar,Sin Clasificar,45729.70,61735.09,5,Unidad
AR2186,DURAFORT - ACCESORIO MS P/JABON Y ESPONJA 24X12        NEGRO,Durafort,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,6979.01,9421.67,5,Unidad
FE4517,DREMEL-CEPILLO DE CERDAS 3/4-403AA,Herramientas Electricas,Herramientas Electricas,"Lijado, Desgaste, Pulido","Lijado, Desgaste, Pulido",4186.09,5651.21,5,Unidad
PI4263,COLORIN PROTECTOR PARA MADERA DECK SATINADO MADECOR NATURAL X 1 LT,Colorin,Pinturas,Proteccion,Proteccion,13910.03,18778.54,5,Unidad
AR7490,REFLEJAR - WHITH 57  ESP31.03,Reflejar,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,27590.05,37246.56,5,Unidad
CO2622,ISOVER ISOFLEX AIRE ACONDICIONADO 38MM 1.25X30MT ***BAJA***,Isover,Aislacion,Lana De Vidrio Aislacion,Lana De Vidrio Aislacion,64380.70,86913.95,5,Unidad
HE0348,FONDERE-BOCALLEVE D/PAL 505-BISEL CUAD.48MM PLATI,Ferreteria General,Ferreteria General,Herrajes,Herrajes,1773.40,2394.09,5,Unidad
SA3436,ACQUA SYSTEM TERMOFUSION TAPA H. 50MM   08-300050000,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,1770.59,2390.30,5,Unidad
FE9017,BIASSONI-997735 SET 6 PIEZAS DE DESTORNILLADORES PP Y ALICATES,Herramientas Manuales,Herramientas Manuales,Sets De Herramientas Multiples,Sets De Herramientas Multiples,20434.81,27587.00,5,Unidad
FE4176,ROWA REPUESTO CONJUNTO SENSOR DE FLUJO   SFL,Rowa,Sin Clasificar,Sin Clasificar,Sin Clasificar,272.54,367.93,5,Unidad
PI0647,PETRILAC-LACA MELACRILICA SATINADA     X   1 LT,Pinturas,Pinturas,Proteccion,Proteccion,30591.32,41298.28,5,Unidad
FE9148,BIASSONI - 994541- LLAVE COMBINADA 15/16,Biassoni,Herramientas Manuales,Llaves Y Bocallaves,Llaves Y Bocallaves,13295.74,17949.25,5,Unidad
RV2318,LANIK - LACA PLASTIFICANTE X 1 LT,Lanik,Pisos Y Revestimientos,Exterior-Patios -Veredas,Exterior-Patios -Veredas,21755.76,29370.28,5,Unidad
FE1197,GHERARDI-PALA ACERO FORJADO CUADRADA C/CORTO,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,36373.11,49103.69,5,Unidad
SA3394,ACQUA SYSTEM TERMOFUSION TUBO HEMBRA 63X2   08-271063050,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,14713.21,19862.83,5,Unidad
SA4151,ROTOPLAS BIODIGESTOR CON VALVULA REGISTRO 600LT    520014,Rotoplas,Plomeria,Tanques -Camaras Septicas,Tanques -Camaras Septicas,442741.83,597701.47,5,Unidad
FE9079,*BAJA* CINTA ENMASCARAR 3500  3M  24X40 BLANCA 65546,Pinturas,Pinturas,Accesorios De Pinturas,Accesorios De Pinturas,1775.77,2397.29,5,Unidad
EL0521,CABLE UNIPOLAR IRAM ROLLO 100MT 1X1.50 V/AMARILLO,Cable,Instalaciones Elñctricas,Cables,Cables,23571.00,31820.85,5,Unidad
FE2071,CADENA PATENTE N*  30         X METRO (0.200 GR),Cadena,Ferreteria General,"Sogas, Cadenas, Accesorios","Sogas, Cadenas, Accesorios",5000.00,6750.00,4,Unidad
EL0466,SIEMENS-INT.DIFERENCIAL BIPOLAR 2X40 MA,Instalaciones Elñctricas,Instalaciones Elñctricas,Protecciones Electricas,Protecciones Electricas,43441.60,58646.17,4,Unidad
SA6221,FV-ARIZONA-MONOC.DUCHA C/TRANSF.       106/B1-CR,Fv,Baños Y Cocinas,Griferias,Griferias,66357.32,89582.39,4,Unidad
FE3917,ROWA PRESURIZADOR MINI RW 9  P/ 1 CONSUMO 0.13 HP 1.800 LT/H 0020-0021,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,97540.24,131679.33,4,Unidad
AB4784,OBLAK LINEA MOLDEADA CAMDEN PCI 80/10 MCH  IZQ,Oblak,Aberturas,Puertas,Puertas,98564.75,133062.41,4,Unidad
FE2481,MECHA MULTICONSTRUCCION 10MM MADERA-HIERRO-MAMPOS,Mecha,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,4736.17,6393.83,4,Unidad
PI0299,I*ALBA-ALBALATEX SATIN. INTERIOR BLANCO   X 10 LT,Alba,Pinturas,Interior,Interior,75158.00,101463.30,4,Unidad
FE9515,MOTORARG-BOMBA CENTRIFUGAS ELEVADORA  INTELIGENTE ELEMATIC 26  0.75HP   A.TK.1.S024.M,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,160272.27,216367.57,4,Unidad
EL0536,CABLE UNIPOLAR IRAM ROLLO 100MT 1X6.00 MARRON,Cable,Instalaciones Elñctricas,Cables,Cables,68886.71,92997.06,4,Unidad
FE3777,BIASSONI-2074 DESTORNILLADOR PLANO CONICO 8X150,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,3201.90,4322.56,4,Unidad
SA6836,FV-JUEGO MONOC. LAVATORIO ALTO LIBBY          0181.02/39,Fv,Baños Y Cocinas,Griferias,Griferias,185380.62,250263.83,4,Unidad
FE4974,DESTORNILLADOR PLANO 4X100 C/IMAN,Destornillador,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,649.79,877.22,4,Unidad
AR0071,CALORAMA ORBIS 4148TO 3800 CAL/H CON TERMOSTATO Y VISOR TB GRIS*BAJA*,Calorama,Calefaccion,Calefactores Calefaccion,Calefactores Calefaccion,253794.75,342622.91,4,Unidad
FE2256,MOTORARG-VASSER BOMBA PRESURIZADORA PRE-2 - PARA 3-4 BAÑOS 270W H.VA.1.0002.M,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,69311.52,93570.55,4,Unidad
SA6687,TIGRE-JE ACC.PVC RAMAL A 45*    063X050 HH   5430 -BAJA-,Tigre,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,293.81,396.64,4,Unidad
FE8640,BIASSONI-2810 ALICATE CORTE DIAGONAL 5.5,Herramientas Manuales,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,8059.37,10880.15,4,Unidad
CO0049,CHAPA PLASTICA BLANCA SINUSOIDAL      76-P3    0.8MM    110X640 [21],Chapa,Siderurgia,Chapas,Chapas,24574.46,33175.52,4,Unidad
SA1414,CANAMO PEINADO  20 GRS 1970,Canamo,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,238.23,321.61,4,Unidad
CO2621,ISOVER FIELTRO ACUSTIVER R600 50MM 0.60X18.20MT,Isover,Aislacion,Lana De Vidrio Aislacion,Lana De Vidrio Aislacion,85638.51,115611.99,4,Unidad
CO1929,BAJA KLAUKOL PASTINA IMP BOX ANTIHONGO ESTANO    X 5KG,Klaukol,Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,10438.44,14091.89,4,Unidad
SA9587,"OTTONE PERCHA GANCHO 9,5CM  NORDIKA NEGRO MATE  NK4015.5",Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,8094.63,10927.74,4,Unidad
PI0917,PLAVICON FIJADOR AL AGUA INCOLORO X 20 LT,Plavicon,Pinturas,Preparacion Superficies,Preparacion Superficies,44841.78,60536.40,4,Unidad
FE9301,SIERRA CALADORA LUSQTOFF SCL450-7 450W 4POSICIONES,Sierra,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,47649.11,64326.30,4,Unidad
PI0225,B*ALBA-ALBAMATE-SINTETICO INT.MATE BCO. X  1 LT,Alba,Pinturas,Proteccion,Proteccion,11962.33,16149.14,4,Unidad
SA6222,FV-ARIZONA-MONOC.DUCHA SIN TRANSF.     108/B1-CR,Fv,Baños Y Cocinas,Griferias,Griferias,57203.42,77224.62,4,Unidad
FE8925,BIASSONI-994305 LLAVE TUBO 1/2 X 13 MM ESTRIADA,Herramientas Manuales,Herramientas Manuales,Llaves Y Bocallaves,Llaves Y Bocallaves,1815.41,2450.81,4,Unidad
FE3727,BIASSONI-2071 DESTORNILLADOR PLANO CONICO 4X125,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,1364.99,1842.74,4,Unidad
RV2962,CERAMICA PIU - MOSAICO LAGUNA AQUA 26X30   (12),Ceramica,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,3607.17,4869.69,4,Unidad
HE0091,DELLAVO-5000 PERCHERO 3 PERCHAS 2 GANCHOS 300MM   (2) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,37796.75,51025.61,4,Unidad
SA5299,MANGUITO REPARACION AWADUCT 2216-(H-HC) DE 110,Awaduct,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,841.68,1136.26,4,Unidad
EL0305,SIEMENS-INTERRUPTOR TERMOMAGNETICO 1 X 10,Instalaciones Elñctricas,Instalaciones Elñctricas,Protecciones Electricas,Protecciones Electricas,9070.71,12245.46,4,Unidad
FE5289,TITAN-319055 HACHA C/CABO MADERA 600GRS,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,18921.78,25544.40,4,Unidad
FE9107,MOTORARG-BOMBA CENTRIFUGAS- BC 50 M 0.5 HP   B.BC.4.0005.M,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,101737.01,137344.97,4,Unidad
AR4505,JOHNSON-TABLA MADERA TALM LUXOR MINI,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,14157.57,19112.72,4,Unidad
FE9337,PRENSA G DE HIERRO 5 TRUPER 17662,Prensa,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,12708.69,17156.74,4,Unidad
SA2248,ACCESORIO EPOXI NIPLE 1/2 X 10CM IPAC APROBADO,Accesorio,Plomeria,Distribucion De Agua,Distribucion De Agua,654.26,883.25,4,Unidad
AR3054,BUONA VANITORY MUEBLE COLGAR GRECO BLANCO 1 CAJON 60CM,Buona,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,170928.15,230753.00,4,Unidad
FE2549,ALIAFOR NEXT-HOLE NEXT-BROCA DIAMANTADA  6MM   BDA-6   (2),Roca,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,8185.86,11050.91,4,Unidad
FE8754,BIASSONI-1465 TENAZA ARMADOR 225  9 CORTE ENTERO,Herramientas Manuales,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,9899.64,13364.52,4,Unidad
PI1479,PLAVICON PISOACRIL DEMARCACIÑN VIAL BLANCO 4 LT,Plavicon,Pinturas,Exterior,Exterior,33935.09,45812.37,4,Unidad
AR2110,ANDERSON CAMPANA C/FILTRO Y LUZ SEMICIRC ESMALTADA 90CM C/SIM,Anderson,Equipamiento P/Cocinas,Extraccion,Extraccion,179761.35,242677.82,4,Unidad
SA6473,BAGNARA BAÑERAS ACRILICA MODERNA BCA RECTA 1600X700X415,Bagnara,Baños Y Cocinas,Sanitarios,Sanitarios,206632.34,278953.65,4,Unidad
PI3358,CETOL TINTA UNIVERSAL X 240 CM3 ROBLE OSCURO,Cetol,Pinturas,Proteccion,Proteccion,4365.40,5893.29,4,Unidad
PI3359,CETOL TINTA UNIVERSAL X 240 CM3 CEDRO,Cetol,Pinturas,Proteccion,Proteccion,4365.40,5893.29,4,Unidad
HE0264,DELLAVO-4017 PASADOR P/VENTANA VOLCABLE BCE.FUND   (12) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,11916.93,16087.86,4,Unidad
FE1613,EZETA-MECHA ACERO RAPIDO  7.20/7.25 MM,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,3596.69,4855.54,4,Unidad
SA7245,FERRUM - TAPA INODORO PP  LINEA BARI  BCO TKWP  (BAR-TP-008-BL),Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,34671.44,46806.45,4,Unidad
FE9155,BIASSONI-992061 DESTORNILLADOR PUNTA TORX - T 10,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,1615.11,2180.40,4,Unidad
AR1216,DHINOX - MESADA ACERO INOX.C/ZOC LISA     040X060 **B**,Dhinox,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,25596.57,34555.36,4,Unidad
FE0861,ARCO SIERRA 12 STANLEY FIJO,Stanley,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,13099.00,17683.65,4,Unidad
FE9154,BIASSONI-992060 DESTORNILLADOR PUNTA TORX - T 8,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,1568.80,2117.88,4,Unidad
SA5648,FV-PRESSMATIC ECOMATIC LAVATORIO MESADA  372.01 CR.,Fv,Baños Y Cocinas,Griferias,Griferias,52924.93,71448.65,3,Unidad
PI0230,I*ALBA-SATINOL-SINTETICO SATIN. NEGRO  X   4 LT,Alba,Pinturas,Proteccion,Proteccion,17699.66,23894.55,3,Unidad
SA9569,DACCORD-ORGANIZ.TOALLERO ACERO   ORG0IMP05,Baños Y Cocinas,Baños Y Cocinas,Sanitarios,Sanitarios,33988.16,45884.02,3,Unidad
FE9238,EINHEL ATORNILLADOR DRY,Einhel,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,114301.38,154306.86,3,Unidad
AR1225,ANDERSON EXTRACTOR AEREO SATELITE P/CAMPANA CONDUCTO 4,Anderson,Equipamiento P/Cocinas,Extraccion,Extraccion,95154.64,128458.76,3,Unidad
SA6398,SIGAS TERMOFUSION CUPLA RED. 63X40   60-240063040,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,5988.12,8083.96,3,Unidad
PI2041,PLAVICON- INTERIOR SATINADO INTENSA  X 3.6 LT,Pinturas,Pinturas,Interior,Interior,14933.26,20159.90,3,Unidad
FE9041,PLUVIUS BOMBA SUMERGIBLE ACERO INOX SUM TURBIAS-900W  14000 L/H  2333  (1),Pluvius,Plomeria,Bombas De Agua,Bombas De Agua,113508.71,153236.75,3,Unidad
EL1212,SICA-782463 TERMOMAGNETICA TETRAPOLAR 4 X 63A,Sica,Instalaciones Elñctricas,Protecciones Electricas,Protecciones Electricas,18397.72,24836.92,3,Unidad
PI4496,COLORIN REVESTIMIENTO ACRILICO TEXTURADO A RODILLO MARFIL ARENA X 25 KG,Colorin,Pinturas,Exterior,Exterior,55207.42,74530.02,3,Unidad
SA9314,FV NEWPORT MON. MESADA COCINA    0411.01/B2,Fv,Baños Y Cocinas,Griferias,Griferias,84896.19,114609.86,3,Unidad
FE1201,I * GHERARDI-PALA ACERO FORJADO CORAZON C/LARGO,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,40137.10,54185.08,3,Unidad
EL1217,CABLE UNIPOLAR IRAM ROLLO 100MT 1X4.00 V/AMARILLO,Cable,Instalaciones Elñctricas,Cables,Cables,58297.75,78701.97,3,Unidad
FE1627,EZETA-MECHA ACERO RAPIDO 10.75/10.80 MM,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,7514.94,10145.17,3,Unidad
SA5428,FV-ALLEGRO ACC.JABONERA                168/15B-CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,16570.05,22369.57,3,Unidad
RV3134,"ATRIM - ART.3985  LUMIERE FUENTE LED 220 - 12V 100W  8,5A",Atrim,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,26075.02,35201.27,3,Unidad
AB0340,OBLAK NATIVA PUERTA PLACA ENCHAPADA MCH 80CM/10 IZQ,Oblak,Aberturas,Puertas,Puertas,65342.08,88211.80,3,Unidad
SA6978,SIGAS CORTA TUBO RADIAL DE 20 A 32MM   60-900020032,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,41105.89,55492.95,3,Unidad
FE8723,BIASSONI-1850 LLAVE CALIFORNIA RECTA,Herramientas Manuales,Herramientas Manuales,Llaves Y Bocallaves,Llaves Y Bocallaves,5863.66,7915.94,3,Unidad
SA1169,IDEAL DEPOSITO INTERIOR NORMAL ENTRADA DERECHA 12LT 31022,Ideal,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,39252.56,52990.96,3,Unidad
EL0533,CABLE UNIPOLAR IRAM ROLLO 100MT 1X4.00 ROJO,Cable,Instalaciones Elñctricas,Cables,Cables,48379.03,65311.69,3,Unidad
SA4285,FERRUM-BARI-BIDET   DE COLGAR      BKP1J BLANCO,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,169766.07,229184.19,3,Unidad
SA6798,SIGAS TERMOFUSION CUPLA RED. 63X50   60-240063050,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,6513.80,8793.63,3,Unidad
FE8752,BIASSONI-2152 PALA FORJ.POCERA ESCOCESA CANO 1.20,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,44148.95,59601.08,3,Unidad
AR0343,JOHNSON-L304 PILETA SIMPLE QUADRA Q40  40X34X17.5,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,62177.17,83939.18,3,Unidad
PI3784,COLORIN IMPERMEABILIZANTE TECHO-MURO TITANIO PRO VERDE X 20 LT,Colorin,Pinturas,Exterior,Exterior,64737.81,87396.04,3,Unidad
PI3748,COLORIN MEMBRANA LIQUIDA TECHO THERMOCONTROL VERDE X 20 LT,Colorin,Pinturas,Exterior,Exterior,100455.79,135615.31,3,Unidad
AB4916,VENTANA PATAGONICA ALU. ALUAR MODENA ABRIR  150X110 IZQ  BLANCA  PERREN,Modena,Aberturas,Ventanas,Ventanas,237566.49,320714.76,3,Unidad
FE3105,ROWA MAX PRESS 26 E PRESURIZADOR TANQUE CISTERNA 0.75 HP 6.500 LT/H 0005-0595,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,638298.31,861702.72,3,Unidad
FE0377,SUPRABOND-TPC SM - TOPETINA CIRCULAR SIMIL MADERA  X 4UNIDADES  (36),Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,1187.47,1603.09,3,Unidad
SA1363,TIGRE BA TUBO PVC AGUA CL6 75X2.2MM X 6MT JE IRAM 10201438,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,27826.76,37566.13,3,Unidad
FE9331,FORMON PARA MADERA DE 25 MM TRUPER 14633,Formon,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,7934.76,10711.93,3,Unidad
FE5036,ROWA PRESURIZADOR MAX SFL 26 TANQUE ELEVADO 0.75 HP 6.500 LT/H 0004-0095,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,536993.62,724941.39,3,Unidad
AR3165,"ORMAY COCINA TEMPO BLANCA 57,6CM - 720665899176",Ormay,Equipamiento P/Cocinas,Cocinas,Cocinas,318043.06,429358.13,3,Unidad
PI3365,CETOL TINTA UNIVERSAL X 240 CM3 WENGE,Cetol,Pinturas,Proteccion,Proteccion,4426.03,5975.14,3,Unidad
PI3366,CETOL PARQUET PLASTIFICANTE NATURAL SATINADO X 1 LT,Cetol,Pinturas,Proteccion,Proteccion,26923.87,36347.22,3,Unidad
AR0021,TROMEN KIT CODO AC. INOX A 45Ñ DE 8Ñ X 2U,Tromen,Otros,Accesorios Otros,Accesorios Otros,22579.52,30482.35,3,Unidad
SA1858,TIGRE VALVULA ESFERICA PTFE DE 1/2 DOBLE UNION ***BAJA***,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,360.24,486.32,3,Unidad
FE2294,ALIAFOR-DISCO CORTE SUPER TURBO  4.5  115MM  STR-4.5   (2),Herramientas Electricas,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,19073.47,25749.19,3,Unidad
FE3187,PATROLL BLACK-DISCO DIAMANTADO 7  TURBO  TB-7    (3),Patroll,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,14612.15,19726.40,3,Unidad
FE2527,ALIAFOR NEXT-HOLE NEXT-BROCA DIAMANTADA  5MM   BDA-5   (2),Roca,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,19194.88,25913.09,3,Unidad
PI3385,BRIKOL PROTECTOR PISOS NEGRO              X 4LT,Brikol,Pinturas,Exterior,Exterior,36739.64,49598.51,3,Unidad
FE2291,ALIAFOR-DISCO CORTE LASER CONCRETO  4.5  115MM   LS-4.5C    (2),Herramientas Electricas,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,23552.30,31795.60,3,Unidad
PI0001,ALBA-ALBACRYL LATEX INTERIOR BLANCO X  1 LT,Alba,Pinturas,Interior,Interior,5285.61,7135.58,3,Unidad
SA2254,ACCESORIO EPOXI NIPLE 1/2 X 15CM IPAC APROBADO,Accesorio,Plomeria,Distribucion De Agua,Distribucion De Agua,1008.64,1361.66,3,Unidad
HE0226,DELLAVO-550/N MANIJA DOBLE BALANCIN C/BOC AC.NEGR   (6) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5592.61,7550.02,3,Unidad
SA9465,OTTONE JABONERA PORTACEPILLERO DE PIE MAT.BRONCE COD LP02,Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,38676.84,52213.73,3,Unidad
FE0197,CABOS-MADERA COMUN PALA 1.20MT,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,2183.34,2947.50,3,Unidad
AB3063,OBLAK  PUERTA PANTOGRAFIADA DOMMO H M.MADERA 70/10 IZQ,Oblak,Aberturas,Puertas,Puertas,186803.94,252185.31,3,Unidad
FE1635,EZETA-MECHA ACERO RAPIDO 12.75/12.80 MM,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,1521.06,2053.43,3,Unidad
SA7210,"DACCORD-ASIENTO INOD.HALL HERRA.METAL BCO ALTA GAMA 43X37,5 ASIOIMP 47 01 **BAJA**",Baños Y Cocinas,Baños Y Cocinas,Sanitarios,Sanitarios,28753.82,38817.66,3,Unidad
FE6137,CANDADO C/ALARMA 50MM NEGRO,Candado,Ferreteria General,"Sogas, Cadenas, Accesorios","Sogas, Cadenas, Accesorios",4760.09,6426.12,3,Unidad
PI4473,COLORIN DEMARCACION VIAL HI TECH AMARILLO 4 LT,Colorin,Pinturas,Proteccion,Proteccion,41492.19,56014.46,3,Unidad
SA9802,GRIFERIA PEIRANO BIDET BETIS 70-034   **BAJA**,Griferia,Baños Y Cocinas,Griferias,Griferias,46812.38,63196.71,3,Unidad
